source_concept_id,source_concept,item_en,vocabulary_id,vocabulary_concept_code,vocabulary_concept_name,abbreviation,categoryid,category,category_en,ordercategoryid,ordercategory,islabresult,valueid,value,unitid,unit,ucum_code,low_normal_value,high_normal_value,expected_min_value,expected_max_value,table,count,count_validated,source_concept_en,concept_id,concept_name
6932-69,Chlooramfenicol (Globenicol),,,,,Chlooramfenicol,268,Medicatie,,69,Niet iv Zalven/Crèmes/Druppels,,,,,,,,,,,drugitems,626,,Chloramphenicol (Globenicol),,
6933-30,Propranolol (Hydrochloride),,,,,Propranolol (Hydrochloride),268,Medicatie,,30,Niet iv Circulatie/Diurese,,,,,,,,,,,drugitems,1074,,Propranolol (Hydrochloride),,
6933-24,Propranolol (Hydrochloride),,,,,Propranolol (Hydrochloride),268,Medicatie,,24,Injecties Circulatie/Diuretica,,,,,,,,,,,drugitems,2,,Propranolol (Hydrochloride),,
6936-21,Chloorhexidine (Hibitane),,,,,Chloorhexidine,268,Medicatie,,21,Niet iv Antimicrobiele middelen,,,,,,,,,,,drugitems,99,,Chlorhexidine (Hibitane),,
6940-23,Chloorpromazine (Largactil),,,,,Chloorpromazine,268,Medicatie,,23,Injecties CZS/Sedatie/Analgetica,,,,,,,,,,,drugitems,43,,Chlorpromazine (Largactil),,
6942-30,Chloortalidon (Hygroton),,,,,Chloortalidon (Hygroton),268,Medicatie,,30,Niet iv Circulatie/Diurese,,,,,,,,,,,drugitems,64,,Chlortalidone (Hygroton),,
6945-31,Cimitidine (Tagamet),,,,,Cimitidine,268,Medicatie,,31,Niet iv Tractus Digestivus,,,,,,,,,,,drugitems,2,,Cimitidine (Tagamet),,
6947-71,Pyridoxine (Vitamine B6),,,,,Pyridoxine,268,Medicatie,,71,Niet iv Hormonen/Vitaminen/Mineralen,,,,,,,,,,,drugitems,220,,Pyridoxine (Vitamin B6),,
6947-67,Pyridoxine (Vitamine B6),,,,,Pyridoxine,268,Medicatie,,67,Injecties Hormonen/Vitaminen/Mineralen,,,,,,,,,,,drugitems,40,,Pyridoxine (Vitamin B6),,
6948-21,Ciprofloxacine (Ciproxin),ciprofloxacin,ATC,J01MA02,ciprofloxacin,Ciprofloxacine,268,Medicatie,,21,Niet iv Antimicrobiele middelen,,,,,,,,,,,drugitems,667,,ciprofloxacin,21603009,ciprofloxacin; systemic
6948-15,Ciprofloxacine (Ciproxin),ciprofloxacin,ATC,J01MA02,ciprofloxacin,Ciprofloxacine,268,Medicatie,,15,Injecties Antimicrobiele middelen,,,,,,,,,,,drugitems,14924,,ciprofloxacin,21603009,ciprofloxacin; systemic
6950-65,Ranitidine (Zantac),ranitidine,ATC,A02BA02,ranitidine,Ranitidine (Zantac),268,Medicatie,,65,2. Spuitpompen,,,,,,,,,,,drugitems,27,,ranitidine,21600083,ranitidine; systemic
6950-31,Ranitidine (Zantac),ranitidine,ATC,A02BA02,ranitidine,Ranitidine (Zantac),268,Medicatie,,31,Niet iv Tractus Digestivus,,,,,,,,,,,drugitems,2741,,ranitidine,21600083,ranitidine; systemic
6950-26,Ranitidine (Zantac),ranitidine,ATC,A02BA02,ranitidine,Ranitidine (Zantac),268,Medicatie,,26,Injecties Tractus Digestivus,,,,,,,,,,,drugitems,5423,,ranitidine,21600083,ranitidine; systemic
6951-31,Cisapride (Prepulsid),,,,,Cisapride,268,Medicatie,,31,Niet iv Tractus Digestivus,,,,,,,,,,,drugitems,31,,Cisapride (Prepulsid),,
6953-21,Rifampicine (Rifadin),rifampicin,ATC,J04AB02,rifampicin,Rifampicine  (Rifadin),268,Medicatie,,21,Niet iv Antimicrobiele middelen,,,,,,,,,,,drugitems,244,,rifampicin,21603097,rifampicin; systemic
6953-15,Rifampicine (Rifadin),rifampicin,ATC,J04AB02,rifampicin,Rifampicine  (Rifadin),268,Medicatie,,15,Injecties Antimicrobiele middelen,,,,,,,,,,,drugitems,1127,,rifampicin,21603097,rifampicin; systemic
6954-27,Clemastine (Tavegil),,,,,Clemastine (Tavegil),268,Medicatie,,27,Injecties Overig,,,,,,,,,,,drugitems,1132,,Clemastine (Tavegil),,
6954-32,Clemastine (Tavegil),,,,,Clemastine (Tavegil),268,Medicatie,,32,Niet iv Overig,,,,,,,,,,,drugitems,85,,Clemastine (Tavegil),,
6958-21,Clindamycine (Dalacin),clindamycin,ATC,J01FF01,clindamycin,Clindamycine (Dalacin),268,Medicatie,,21,Niet iv Antimicrobiele middelen,,,,,,,,,,,drugitems,112,,clindamycin,21602985,clindamycin; systemic
6958-15,Clindamycine (Dalacin),clindamycin,ATC,J01FF01,clindamycin,Clindamycine (Dalacin),268,Medicatie,,15,Injecties Antimicrobiele middelen,,,,,,,,,,,drugitems,3125,,clindamycin,21602985,clindamycin; systemic
6960-65,Rocuronium (Esmeron),rocuronium bromide,ATC,M03AC09,rocuronium bromide,Rocuronium,268,Medicatie,,65,2. Spuitpompen,,,,,,,,,,,drugitems,274,,rocuronium bromide,21604086,rocuronium bromide; parenteral
6960-23,Rocuronium (Esmeron),rocuronium bromide,ATC,M03AC09,rocuronium bromide,Rocuronium,268,Medicatie,,23,Injecties CZS/Sedatie/Analgetica,,,,,,,,,,,drugitems,2950,,rocuronium bromide,21604086,rocuronium bromide; parenteral
6962-65,Clonazepam (Rivotril),,,,,Clonazepam,268,Medicatie,,65,2. Spuitpompen,,,,,,,,,,,drugitems,1833,,Clonazepam (Rivotril),,
6962-29,Clonazepam (Rivotril),,,,,Clonazepam,268,Medicatie,,29,Niet iv CZS/Sedatie/Analgetica,,,,,,,,,,,drugitems,290,,Clonazepam (Rivotril),,
6962-23,Clonazepam (Rivotril),,,,,Clonazepam,268,Medicatie,,23,Injecties CZS/Sedatie/Analgetica,,,,,,,,,,,drugitems,817,,Clonazepam (Rivotril),,
6963-65,Alteplase (Actilyse),,,,,Alteplase,268,Medicatie,,65,2. Spuitpompen,,,,,,,,,,,drugitems,128,,Alteplase (Actilyse),,
6964-65,Clonidine (Catapresan),clonidine,ATC,C02AC01,clonidine,Clonidine (Catapresan),268,Medicatie,,65,2. Spuitpompen,,,,,,,,,,,drugitems,32251,,clonidine,21600398,clonidine; systemic
6964-30,Clonidine (Catapresan),clonidine,ATC,C02AC01,clonidine,Clonidine (Catapresan),268,Medicatie,,30,Niet iv Circulatie/Diurese,,,,,,,,,,,drugitems,559,,clonidine,21600398,clonidine; systemic
6968-32,Clopidogrel (Plavix),clopidogrel,ATC,B01AC04,clopidogrel,Clopidogrel,268,Medicatie,,32,Niet iv Overig,,,,,,,,,,,drugitems,6847,,clopidogrel,21600989,clopidogrel; oral
6970-70,Codeïne fosfaat,,,,,Codeïne,268,Medicatie,,70,Niet iv Tractus Respiratorius,,,,,,,,,,,drugitems,46,,Codeine Phosphate,,
6970-29,Codeïne fosfaat,,,,,Codeïne,268,Medicatie,,29,Niet iv CZS/Sedatie/Analgetica,,,,,,,,,,,drugitems,38,,Codeine Phosphate,,
6972-27,Cyclofosfamide (Endoxan),,,,,Cyclofosfamide,268,Medicatie,,27,Injecties Overig,,,,,,,,,,,drugitems,25,,Cyclophosphamide (Endoxan),,
6972-32,Cyclofosfamide (Endoxan),,,,,Cyclofosfamide,268,Medicatie,,32,Niet iv Overig,,,,,,,,,,,drugitems,119,,Cyclophosphamide (Endoxan),,
6980-29,Dantroleen (Dantrium),,,,,Dantroleen,268,Medicatie,,29,Niet iv CZS/Sedatie/Analgetica,,,,,,,,,,,drugitems,396,,Dantrolene (Dantrium),,
6980-23,Dantroleen (Dantrium),,,,,Dantroleen,268,Medicatie,,23,Injecties CZS/Sedatie/Analgetica,,,,,,,,,,,drugitems,12,,Dantrolene (Dantrium),,
6982-65,Salbutamol (Ventolin),,,,,Salbutamol,268,Medicatie,,65,2. Spuitpompen,,,,,,,,,,,drugitems,131,,Salbutamol (Ventolin),,
6988-23,Dehydrobenzoperidol (Droperidol),,,,,Dehydrobenzoperidol,268,Medicatie,,23,Injecties CZS/Sedatie/Analgetica,,,,,,,,,,,drugitems,33,,Dehydrobenzoperidol (Droperidol),,
6992-71,Desmopressine (Minrin),,,,,Desmopressine,268,Medicatie,,71,Niet iv Hormonen/Vitaminen/Mineralen,,,,,,,,,,,drugitems,119,,Desmopressin (Minrin),,
6992-67,Desmopressine (Minrin),,,,,Desmopressine,268,Medicatie,,67,Injecties Hormonen/Vitaminen/Mineralen,,,,,,,,,,,drugitems,920,,Desmopressin (Minrin),,
6993-32,Simvastatine (Zocor),simvastatin,ATC,C10AA01,simvastatin,Simvastatine,268,Medicatie,,32,Niet iv Overig,,,,,,,,,,,drugitems,10744,,simvastatin,21601856,simvastatin; oral
6995-71,Dexamethason,dexamethasone,ATC,H02AB02,dexamethasone,Dexamethason,268,Medicatie,,71,Niet iv Hormonen/Vitaminen/Mineralen,,,,,,,,,,,drugitems,742,,dexamethasone,21602730,dexamethasone; systemic
6995-67,Dexamethason,dexamethasone,ATC,H02AB02,dexamethasone,Dexamethason,268,Medicatie,,67,Injecties Hormonen/Vitaminen/Mineralen,,,,,,,,,,,drugitems,7646,,dexamethasone,21602730,dexamethasone; systemic
7006-30,Sotalol (Sotacor),sotalol,ATC,C07AA07,sotalol,Sotalol,268,Medicatie,,30,Niet iv Circulatie/Diurese,,,,,,,,,,,drugitems,5457,,sotalol,21601672,sotalol; systemic
7006-24,Sotalol (Sotacor),sotalol,ATC,C07AA07,sotalol,Sotalol,268,Medicatie,,24,Injecties Circulatie/Diuretica,,,,,,,,,,,drugitems,449,,sotalol,21601672,sotalol; systemic
7011-30,Spironolacton (Aldactone),,,,,Spironolacton,268,Medicatie,,30,Niet iv Circulatie/Diurese,,,,,,,,,,,drugitems,4875,,Spironolactone (Aldactone),,
7013-31,Sucralfaat (Ulcogant),,,,,Sucralfaat,268,Medicatie,,31,Niet iv Tractus Digestivus,,,,,,,,,,,drugitems,1132,,Sucralfate (Ulcogant),,
7014-23,Sufentanil (Sufenta),,,,,Sufentanil (Sufenta),268,Medicatie,,23,Injecties CZS/Sedatie/Analgetica,,,,,,,,,,,drugitems,11,,Sufentanil (Sufenta),,
7015-29,Temazepam (Normison),temazepam,ATC,N05CD07,temazepam,Temazepam (Normison),268,Medicatie,,29,Niet iv CZS/Sedatie/Analgetica,,,,,,,,,,,drugitems,7165,,temazepam,21604642,temazepam; oral
7016-31,Terbutaline sulfaat (Bricanyl),,,,,Terbutaline,268,Medicatie,,31,Niet iv Tractus Digestivus,,,,,,,,,,,drugitems,42,,Terbutaline sulfate (Bricanyl),,
7018-67,Tetracosactide (Synacthen),,,,,Tetracosactide,268,Medicatie,,67,Injecties Hormonen/Vitaminen/Mineralen,,,,,,,,,,,drugitems,492,,Tetracosactide (Synacthen),,
7020-23,Thalamonal (Droperidol),,,,,Thalamonal,268,Medicatie,,23,Injecties CZS/Sedatie/Analgetica,,,,,,,,,,,drugitems,8,,Thalamonal (Droperidol),,
7023-65,Aminofylline (Theofylline),,,,,Aminofylline,268,Medicatie,,65,2. Spuitpompen,,,,,,,,,,,drugitems,59,,Aminophylline (Theophylline),,
7023-70,Aminofylline (Theofylline),,,,,Aminofylline,268,Medicatie,,70,Niet iv Tractus Respiratorius,,,,,,,,,,,drugitems,1,,Aminophylline (Theophylline),,
7027-71,Thiamine (Vitamine B1),thiamine (vit B1),ATC,A11DA01,thiamine (vit B1),Thiamine,268,Medicatie,,71,Niet iv Hormonen/Vitaminen/Mineralen,,,,,,,,,,,drugitems,910,,thiamine (vit B1),21600825,thiamine (vit B1); systemic
7027-67,Thiamine (Vitamine B1),thiamine (vit B1),ATC,A11DA01,thiamine (vit B1),Thiamine,268,Medicatie,,67,Injecties Hormonen/Vitaminen/Mineralen,,,,,,,,,,,drugitems,20496,,thiamine (vit B1),21600825,thiamine (vit B1); systemic
7040-69,"Timolol (Timoptol) 0,25%",,,,,"Timolol 0,25%",268,Medicatie,,69,Niet iv Zalven/Crèmes/Druppels,,,,,,,,,,,drugitems,62,,Timolol (Timoptol) 0.25%,,
7044-21,Tobramycine (Obracin),tobramycin,ATC,J01GB01,tobramycin,Tobramycine,268,Medicatie,,21,Niet iv Antimicrobiele middelen,,,,,,,,,,,drugitems,264,,tobramycin,21602995,"tobramycin; inhalant, parenteral"
7044-15,Tobramycine (Obracin),tobramycin,ATC,J01GB01,tobramycin,Tobramycine,268,Medicatie,,15,Injecties Antimicrobiele middelen,,,,,,,,,,,drugitems,2020,,tobramycin,21602995,"tobramycin; inhalant, parenteral"
7050-71,Tolbutamide (Rastinon),,,,,Tolbutamide,268,Medicatie,,71,Niet iv Hormonen/Vitaminen/Mineralen,,,,,,,,,,,drugitems,90,,Tolbutamide (Rastinon),,
7052-29,Tramadol (Tramadolhydrochloride),,,,,Tramadol (Tramadolhydrochloride),268,Medicatie,,29,Niet iv CZS/Sedatie/Analgetica,,,,,,,,,,,drugitems,987,,Tramadol (Tramadol Hydrochloride),,
7064-65,Vancomycine,vancomycin,ATC,J01XA01,vancomycin,Vancomycine,268,Medicatie,,65,2. Spuitpompen,,,,,,,,,,,drugitems,22,,vancomycin,21603043,vancomycin; parenteral
7064-21,Vancomycine,vancomycin,ATC,J01XA01,vancomycin,Vancomycine,268,Medicatie,,21,Niet iv Antimicrobiele middelen,,,,,,,,,,,drugitems,1886,,vancomycin,21603043,vancomycin; parenteral
7064-15,Vancomycine,vancomycin,ATC,J01XA01,vancomycin,Vancomycine,268,Medicatie,,15,Injecties Antimicrobiele middelen,,,,,,,,,,,drugitems,23868,,vancomycin,21603043,vancomycin; parenteral
7097-65,Haloperidol (Haldol),haloperidol,ATC,N05AD01,haloperidol,Haloperidol (Haldol),268,Medicatie,,65,2. Spuitpompen,,,,,,,,,,,drugitems,17,,haloperidol,21604516,haloperidol; systemic
7097-29,Haloperidol (Haldol),haloperidol,ATC,N05AD01,haloperidol,Haloperidol (Haldol),268,Medicatie,,29,Niet iv CZS/Sedatie/Analgetica,,,,,,,,,,,drugitems,15061,,haloperidol,21604516,haloperidol; systemic
7097-23,Haloperidol (Haldol),haloperidol,ATC,N05AD01,haloperidol,Haloperidol (Haldol),268,Medicatie,,23,Injecties CZS/Sedatie/Analgetica,,,,,,,,,,,drugitems,35980,,haloperidol,21604516,haloperidol; systemic
7104-67,Hydrocobalamine (Vitamine B12),,,,,Hydrocobalamine,268,Medicatie,,67,Injecties Hormonen/Vitaminen/Mineralen,,,,,,,,,,,drugitems,89,,Hydrocobalamin (Vitamin B12),,
7106-71,Hydrocortison (Solu Cortef),hydrocortisone,ATC,H02AB09,hydrocortisone,Hydrocortison,268,Medicatie,,71,Niet iv Hormonen/Vitaminen/Mineralen,,,,,,,,,,,drugitems,368,,hydrocortisone,21602737,hydrocortisone; systemic
7106-67,Hydrocortison (Solu Cortef),hydrocortisone,ATC,H02AB09,hydrocortisone,Hydrocortison,268,Medicatie,,67,Injecties Hormonen/Vitaminen/Mineralen,,,,,,,,,,,drugitems,63388,,hydrocortisone,21602737,hydrocortisone; systemic
7118-27,Levocarnitine (Canrnitene sigma),,,,,L-carnitine,268,Medicatie,,27,Injecties Overig,,,,,,,,,,,drugitems,6,,Levocarnitine (Canrnitene sigma),,
7123-15,Imipenem (Tienam),imipenem,ATC,J01DH51,imipenem and cilastatin,Imipenem,268,Medicatie,,15,Injecties Antimicrobiele middelen,,,,,,,,,,,drugitems,14593,,imipenem,21602925,imipenem and cilastatin; parenteral
7132-32,Ipratropium bromide (Atrovent),ipratropium bromide,ATC,R03BB01,ipratropium bromide,Ipratropium,268,Medicatie,,32,Niet iv Overig,,,,,,,,,,,drugitems,1635,,ipratropium bromide,21603293,ipratropium bromide; inhalant
