source_concept_id,source_concept,item_en,vocabulary_id,vocabulary_concept_code,vocabulary_concept_name,abbreviation,categoryid,category,category_en,ordercategoryid,ordercategory,islabresult,valueid,value,unitid,unit,ucum_code,low_normal_value,high_normal_value,expected_min_value,expected_max_value,table,count,count_validated,source_concept_en
6709,Saturatie (Monitor),oxygen saturation SpO2,LOINC,59408-5,Oxygen saturation in Arterial blood by Pulse oximetry,Saturatie Monitor,586,RESP-Servo Patiëntgegevens,,,,0,,,0,None,,,,,,numericitems,36411768,2076750,oxygen saturation SpO2
6710,Compliance,,,,,Compliance,331,ZZ-OUD-Resp-PatientGeg.,,,,0,,,0,None,,,,,,numericitems,53850,50114,Compliance
6949,Cortisol,,,,,Cortisol,272,Lab overig bloed OLGV,,,,0,,,56,µmol,umol,,,,,numericitems,3,3,Cortisol
7056,T4,,,,,T4,272,Lab overig bloed OLGV,,,,0,,,44,nmol/l,nmol/L,60,140,,,numericitems,1,1,T4
7079,Vrij T4,,,,,FT4,272,Lab overig bloed OLGV,,,,0,,,98,pmol/l,pmol/L,10,23,,,numericitems,1,1,Free T4
7666,Arteriele druk,CRRT access pressure,,,,PA,350,CVVH-Gegevens,,,,0,,,173,mmHg,mm[Hg],,,,,numericitems,82927,73188,CRRT access pressure
7667,Pre Filter PBE,CRRT pre-filter pressure / pre-blood entry pressure,,,,PBE,350,CVVH-Gegevens,,,,0,,,173,mmHg,mm[Hg],,,,,numericitems,82909,73178,CRRT pre-filter pressure / pre-blood entry pressure
7668,Veneuze druk braun,CRRT return pressure,,,,PV,350,CVVH-Gegevens,,,,0,,,173,mmHg,mm[Hg],,,,,numericitems,82914,73172,CRRT return pressure
7671,Negatieve filterdruk,CRRT ultrafiltration pressure,,,,PD2,350,CVVH-Gegevens,,,,0,,,173,mmHg,mm[Hg],,,,,numericitems,82539,72838,CRRT ultrafiltration pressure
7726,Ademfrequentie Spontaan,respiratory rate spontaneous,LOINC,19839-0,Breath rate spontaneous --on ventilator,AF Spontaan,331,ZZ-OUD-Resp-PatientGeg.,,,,0,,,0,None,,,,,,numericitems,44843,40932,respiratory rate spontaneous
7905,TempVerwarmer ingesteld,,,,,TempVerwarmer ingesteld,351,CVVH-Instellingen,,,,0,,,59,°C,Cel,,,,,numericitems,68576,57651,Temp Heater set
8080,CO2 min prod,,,,,VCO2,586,RESP-Servo Patiëntgegevens,,,,0,,,24,ml/min,mL/min,,,,,numericitems,14588991,1027610,CO2 min prod
8121,MZD stand,,,,,MZDStand,265,Gastro-intestinaal,,,,0,,,6,ml,mL,,,,,numericitems,1,1,MZD mode
8168,Slijmfistel periodieke productie,,,,,Slijmfistel_Periodiek,265,Gastro-intestinaal,,,,0,,,6,ml,mL,,,,,numericitems,1,1,Mucous fistula periodic production
8463,Blaasdruk,intra-abdominal pressure,SNOMED CT,51497000,Intraabdominal pressure,Blaasdruk,426,DIVERSEN,miscellaneous,,,0,,,173,mmHg,mm[Hg],,,,,numericitems,1652,1652,intra-abdominal pressure
8507,SVO2,,,,,SVO2,328,OLGV-OUD,,,,0,,,0,None,,,,,,numericitems,4,4,SVO2
8566,LeeftijdX,,,,,LeeftijdX,328,OLGV-OUD,,,,0,,,0,None,,,,,,numericitems,260,260,AgeX
8622,PA max ingesteld,,,,,PA max ingesteld,351,CVVH-Instellingen,,,,0,,,173,mmHg,mm[Hg],,,,,numericitems,68722,57827,PA max set
8649,IABP Systole,intra-aortic balloon pump systolic pressure,,,,IABP Systole,326,HD-IABP,hemodynamics intra-aortic balloon pump,,,0,,,173,mmHg,mm[Hg],,,,,numericitems,84158,19984,intra-aortic balloon pump systolic pressure
8655,IABP Augmentatie,intra-aortic balloon pump augmentation,,,,IABP Augmentatie,326,HD-IABP,hemodynamics intra-aortic balloon pump,,,0,,,173,mmHg,mm[Hg],,,,,numericitems,84780,20560,intra-aortic balloon pump augmentation
8658,Temp Bloed,blood temperature,LOINC,60834-9,Blood temperature,Temp Bloed,322,HD-Temperatuur,hemodynamics-temperature,,,0,,,59,°C,Cel,,,,,numericitems,1999754,196894,blood temperature
8659,Temperatuur Perifeer 2,peripheral temperature,LOINC,61008-9,Body surface temperature,Temp Perifeer 2,322,HD-Temperatuur,hemodynamics-temperature,,,0,,,59,°C,Cel,,,,,numericitems,27999,27082,peripheral temperature
8662,Temperatuur Perifeer 1,peripheral temperature,LOINC,61008-9,Body surface temperature,Temp Perifeer 1,322,HD-Temperatuur,hemodynamics-temperature,,,0,,,59,°C,Cel,,,,,numericitems,172138,168297,peripheral temperature
8671,Thoraxdrain1 Stand,,,,,Th.drain1/Stand,346,VB-Thoraxdrains,,,,0,,,6,ml,mL,,,,,numericitems,222862,222862,Chest drain1 Stand
8672,Thoraxdrain2 Stand,,,,,Th.drain2/Stand,346,VB-Thoraxdrains,,,,0,,,6,ml,mL,,,,,numericitems,37247,37247,Chest drain2 Stand
8673,Thoraxdrain3 Stand,,,,,Th.drain3/Stand,346,VB-Thoraxdrains,,,,0,,,6,ml,mL,,,,,numericitems,6304,6304,Chest drain3 Stand
8699,Thoraxdrain1 Productie,,,,,Th.drain1,346,VB-Thoraxdrains,,,,0,,,6,ml,mL,,,,,numericitems,207661,207661,Chest Drain1 Production
8700,Thoraxdrain2 Productie,,,,,Th.drain2,346,VB-Thoraxdrains,,,,0,,,6,ml,mL,,,,,numericitems,33651,33651,Chest Drain2 Production
8701,Thoraxdrain3 Productie,,,,,Th.drain3,346,VB-Thoraxdrains,,,,0,,,6,ml,mL,,,,,numericitems,5669,5669,Chest Drain3 Production
8702,Spoeldrain In,,,,,Sp.drain/In,340,VB-Spoeldrain,,,,0,,,6,ml,mL,,,,,numericitems,465,465,Flush Drain In
8703,Spoeldrain Uit,,,,,Sp.drain/Uit,340,VB-Spoeldrain,,,,0,,,6,ml,mL,,,,,numericitems,510,510,Rinse Drain Off
8704,Spoeldrain PlaatsX,,,,,Sp.drain/PlaatsX,318,Deleted - Niet gebruiken,,,,0,,,6,ml,mL,,,,,numericitems,17,17,Flush drain PlaceX
8717,Wonddrain1 Productie,,,,,Wdrain1,352,VB-Wonddrains,,,,0,,,6,ml,mL,,,,,numericitems,38861,38861,Wondrain1 Production
8719,Wonddrain2 Productie,,,,,Wdrain2,352,VB-Wonddrains,,,,0,,,6,ml,mL,,,,,numericitems,17197,17197,Wondrain2 Production
8720,Wonddrain3 Productie,,,,,Wdrain3,352,VB-Wonddrains,,,,0,,,6,ml,mL,,,,,numericitems,6436,6436,Wondrain3 Production
8721,Wonddrain4 Productie,,,,,Wdrain4,352,VB-Wonddrains,,,,0,,,6,ml,mL,,,,,numericitems,1921,1921,Wondrain4 Production
8756,Spoelmaag In,,,,,Sp.Maag/In,357,VB-Spoelmaag,,,,0,,,6,ml,mL,,,,,numericitems,2,2,Flush stomach In
8757,Spoelmaag Uit,,,,,Sp.Maag/Uit,357,VB-Spoelmaag,,,,0,,,6,ml,mL,,,,,numericitems,11,11,Flush Stomach Out
8760,Spoelwond In,,,,,Sp.Wond/In,359,VB-Spoelwond,,,,0,,,6,ml,mL,,,,,numericitems,396,396,Coil Wound In
8761,Spoelwond Uit,,,,,Sp.Wond/Uit,359,VB-Spoelwond,,,,0,,,6,ml,mL,,,,,numericitems,444,444,Coil Wound Out
8766,Spoelblaas In,,,,,Sp.Blaas/In,358,VB-SpoelBlaas,,,,0,,,6,ml,mL,,,,,numericitems,616,616,Coil Blow In
8767,Spoelblaas Uit,,,,,Sp.Blaas/Uit,358,VB-SpoelBlaas,,,,0,,,6,ml,mL,,,,,numericitems,645,645,Purge Blow Off
8770,Ventrikeldrain1 Uit,,,,,Ventr.drain1/Uit,353,VB-Ventrikeldrain,,,,0,,,6,ml,mL,,,,,numericitems,61096,61096,Ventricular Drain1 Off
8772,Pericarddrain Uit,,,,,Peric.drain/Uit,360,VB-Pericarddrain,,,,0,,,6,ml,mL,,,,,numericitems,123,123,Pericardial Drain Off
8774,Maaghevel,,,,,Maaghevel,339,VB-Tr.Digestivus,,,,0,,,6,ml,mL,,,,,numericitems,65465,65465,stomach siphon
8777,MaagRetentieWeg,,,,,MaagRetWeg,339,VB-Tr.Digestivus,,,,0,,,6,ml,mL,,,,,numericitems,32595,32595,Gastric RetentionAway
8779,MaagRetNietWeg,,,,,MaagRetNw,339,VB-Tr.Digestivus,,,,0,,,6,ml,mL,,,,,numericitems,78433,78433,StomachRetNot Gone
8780,Braken,,,,,Braken,339,VB-Tr.Digestivus,,,,0,,,6,ml,mL,,,,,numericitems,4982,4982,Vomit
8782,Sengtaken,,,,,Sengtaken,339,VB-Tr.Digestivus,,,,0,,,6,ml,mL,,,,,numericitems,47,47,Sengtaken
8784,Jejunostoma,,,,,Jejunostoma,339,VB-Tr.Digestivus,,,,0,,,6,ml,mL,,,,,numericitems,252,252,Jejunostomy
8786,Ileostoma,,,,,Ileostoma,339,VB-Tr.Digestivus,,,,0,,,6,ml,mL,,,,,numericitems,5441,5441,Ileostomy
8788,Colostoma,,,,,Colostoma,339,VB-Tr.Digestivus,,,,0,,,6,ml,mL,,,,,numericitems,4096,4096,Colostomy
8789,Ontlasting,,,,,Ontlasting,339,VB-Tr.Digestivus,,,,0,,,6,ml,mL,,,,,numericitems,127319,127319,stool
8792,Bloedverlies,,,,,Bloedverlies,341,VB-BloedVerlies,,,,0,,,6,ml,mL,,,,,numericitems,749,749,Blood loss
8794,UrineCAD,urine output from indwelling urinary catheter (catheter à demeure),LOINC,9187-6,Urine output,UrineCAD,337,VB-Urine,,,,0,,,6,ml,mL,,,,,numericitems,1632547,1632547,urine output from indwelling urinary catheter (catheter à demeure)
8796,UrineSupraPubis,urine output,LOINC,9187-6,Urine output,UrineSupPub,337,VB-Urine,,,,0,,,6,ml,mL,,,,,numericitems,16184,16184,urine output
8798,UrineSpontaan,spontaneous urine output,LOINC,9197-5,Urine output --post void,UrineSpont,337,VB-Urine,,,,0,,,6,ml,mL,,,,,numericitems,14683,14683,spontaneous urine output
8800,UrineIncontinentie,urine output,LOINC,9187-6,Urine output,UrineInc,337,VB-Urine,,,,0,,,6,ml,mL,,,,,numericitems,2916,2916,urine output
8803,UrineUP,urine output from urostomy (urethra praeter naturalis),LOINC,9187-6,Urine output,UrineUP,337,VB-Urine,,,,0,,,6,ml,mL,,,,,numericitems,6668,6668,urine output from urostomy (urethra praeter naturalis)
8805,CVVH Onttrokken,CRRT net ultrafiltration,SNOMED CT,251850009,Ultrafiltrate fluid loss,CVVH-Onttrokken,347,VB-CVVH,,,,0,,,6,ml,mL,,,,,numericitems,98383,98383,CRRT net ultrafiltration
8806,Hemodialyse onttrekken,,,,,Hemodialyse onttrekken,354,VB-Hemodialyse,,,,0,,,6,ml,mL,,,,,numericitems,312,312,Withdraw hemodialysis
8808,Peritoneaaldialyse,,,,,Periton.dialyse,355,VB-Peritoneaaldialyse,,,,0,,,6,ml,mL,,,,,numericitems,102,102,Peritoneal dialysis
8835,Intracraniële druk,,,,,ICP,334,NEURO-Drukken,,,,0,,,173,mmHg,mm[Hg],,,,,numericitems,895599,75261,intracranial pressure
8841,ABP systolisch II,invasive systolic arterial pressure,LOINC,76215-3,Invasive Systolic blood pressure,ABPs II,367,HD-Overig,hemodynamics-other,,,0,,,173,mmHg,mm[Hg],,,40,250,numericitems,54602,1810,invasive systolic arterial pressure
8842,ABP diastolisch II,invasive diastolic arterial pressure,LOINC,76213-8,Invasive Diastolic blood pressure,ABPd II,367,HD-Overig,hemodynamics-other,,,0,,,173,mmHg,mm[Hg],,,20,150,numericitems,54598,1806,invasive diastolic arterial pressure
8843,ABP gemiddeld II,invasive mean arterial pressure,LOINC,76214-6,Invasive Mean blood pressure,ABPm II,367,HD-Overig,hemodynamics-other,,,0,,,173,mmHg,mm[Hg],,,30,250,numericitems,56028,1817,invasive mean arterial pressure
8845,O2 l/min,oxygen flow (l/min),LOINC,19941-4,Oxygen gas flow Oxygen delivery system,O2 l/min,329,RESP-O2aanbod,,,,0,,,26,l/min,L/min,,,,,numericitems,656405,656405,oxygen flow (l/min)
8849,Insp. Flow max,,,,,Ins.Flow max,330,ZZ-OUD-Resp-Evita Machinegegevens,,,,0,,,26,l/min,L/min,,,,,numericitems,43032,28583,Insp. flow max
8850,Frequentie,respiratory rate setting,LOINC,19834-1,Breath rate setting Ventilator,Frequentie,330,ZZ-OUD-Resp-Evita Machinegegevens,,,,0,,,0,None,,,,,,numericitems,57008,41425,respiratory rate setting
8851,Tidal Volume (Set),tidal volume setting,LOINC,20112-9,Tidal volume setting Ventilator,Tidal. Vol (set),330,ZZ-OUD-Resp-Evita Machinegegevens,,,,0,,,6,ml,mL,,,,,numericitems,43121,27767,tidal volume setting
8852,P max,peak inspiratory airway pressure,LOINC,19976-0,Maximum [Pressure] Respiratory system airway opening --during inspiration on ventilator,P max,330,ZZ-OUD-Resp-Evita Machinegegevens,,,,0,,,177,mbar,mbar,,,,,numericitems,57509,50839,peak inspiratory airway pressure
8853,Freq. IMV,respiratory rate intermittent mandatory ventilation,LOINC,19835-8,Breath rate setting Ventilator synchronized intermittent mandatory,Freq. IMV,330,ZZ-OUD-Resp-Evita Machinegegevens,,,,0,,,0,None,,,,,,numericitems,39367,11557,respiratory rate intermittent mandatory ventilation
8854,Trigger/ASB(curve),,,,,Trigger/ASB,330,ZZ-OUD-Resp-Evita Machinegegevens,,,,0,,,177,mbar,mbar,,,,,numericitems,80976,72306,Trigger/ASB(curve)
8856,Flow trigger ASB,,,,,Flow trigger ASB,330,ZZ-OUD-Resp-Evita Machinegegevens,,,,0,,,26,l/min,L/min,,,,,numericitems,45377,41617,Flow trigger ASB
8857,BIPAP Hoog,,,,,BIPAP Hoog,330,ZZ-OUD-Resp-Evita Machinegegevens,,,,0,,,177,mbar,mbar,,,,,numericitems,40106,20549,BIPAP High
8858,BIPAP Laag,,,,,BIPAP Laag,330,ZZ-OUD-Resp-Evita Machinegegevens,,,,0,,,177,mbar,mbar,,,,,numericitems,40041,20390,BIPAP Low
8859,BIPAP T1,,,,,BIPAP T1,318,Deleted - Niet gebruiken,,,,0,,,3,sec,s,,,,,numericitems,475,431,BIPAP T1
8860,BIPAP Laag Tijd,,,,,BIPAP Laag t,318,Deleted - Niet gebruiken,,,,0,,,3,sec,s,,,,,numericitems,475,430,BIPAP Low Time
8861,NO,,,,,NO,330,ZZ-OUD-Resp-Evita Machinegegevens,,,,0,,,0,None,,,,,,numericitems,56,56,NO
8862,PEEP/CPAP,positive end expiratory pressure setting/continuous positive airway pressure,LOINC,35410-0,Continuous positive airway pressure Respiratory system,PEEP/CPAP,330,ZZ-OUD-Resp-Evita Machinegegevens,,,,0,,,177,mbar,mbar,,,,,numericitems,85923,77267,positive end expiratory pressure setting/continuous positive airway pressure
8865,ASB,,,,,ASB,330,ZZ-OUD-Resp-Evita Machinegegevens,,,,0,,,177,mbar,mbar,,,,,numericitems,74582,62477,ASB
8868,Temperatuur Bevochtiger,,,,,Bevochtiging tmp,330,ZZ-OUD-Resp-Evita Machinegegevens,,,,0,,,59,°C,Cel,,,,,numericitems,752,752,Temperature Humidifier
8869,O2 Volume,,,,,O2 Volume,331,ZZ-OUD-Resp-PatientGeg.,,,,0,,,0,None,,,,,,numericitems,85386,77406,O2 Volume
8870,VE,,,,,VE,331,ZZ-OUD-Resp-PatientGeg.,,,,0,,,26,l/min,L/min,,,,,numericitems,84333,77908,VE
8871,VTe,,,,,V_Te,331,ZZ-OUD-Resp-PatientGeg.,,,,0,,,8,l,L,,,,,numericitems,86558,78670,VTe
8872,Tidal Volume Spirometer,tidal volume measurement,LOINC,76222-9,Tidal volume Ventilator --on ventilator,Tidal Vol. Spiro,331,ZZ-OUD-Resp-PatientGeg.,,,,0,,,6,ml,mL,,,,,numericitems,13,13,tidal volume measurement
8873,Ademfrequentie Evita,respiratory rate setting,LOINC,19834-1,Breath rate setting Ventilator,AF Evita,331,ZZ-OUD-Resp-PatientGeg.,,,,0,,,0,None,,,,,,numericitems,85780,77570,respiratory rate setting
8874,Ademfrequentie Monitor,respiratory rate monitor,LOINC,9279-1,Respiratory rate,Ademfreq. (Monitor),586,RESP-Servo Patiëntgegevens,,,,0,,,0,None,,,,,,numericitems,25776086,857738,respiratory rate monitor
8875,Mv Spontaan,,,,,Mv Spontaan,331,ZZ-OUD-Resp-PatientGeg.,,,,0,,,26,l/min,L/min,,,,,numericitems,29897,28296,Mv Spontaneous
8876,Frequentie Spontaan,respiratory rate spontaneous,LOINC,19839-0,Breath rate spontaneous --on ventilator,Freq. Spontaan,331,ZZ-OUD-Resp-PatientGeg.,,,,0,,,0,None,,,,,,numericitems,1,1,respiratory rate spontaneous
8877,Peak druk,peak inspiratory airway pressure,LOINC,19976-0,Maximum [Pressure] Respiratory system airway opening --during inspiration on ventilator,Peak druk,331,ZZ-OUD-Resp-PatientGeg.,,,,0,,,177,mbar,mbar,,,,,numericitems,85106,76567,peak inspiratory airway pressure
8878,Plateau druk,,,,,Plateau druk,331,ZZ-OUD-Resp-PatientGeg.,,,,0,,,177,mbar,mbar,,,,,numericitems,20958,19245,Plateau pressure
8879,PEEP (gemeten),positive end expiratory pressure measurement,LOINC,76248-4,PEEP Respiratory system --on ventilator,PEEP (gemeten),331,ZZ-OUD-Resp-PatientGeg.,,,,0,,,177,mbar,mbar,,,,,numericitems,83693,76452,positive end expiratory pressure measurement
8880,Weerstand,,,,,Weerstand,331,ZZ-OUD-Resp-PatientGeg.,,,,0,,,175,cmH2O,cm[H2O],,,,,numericitems,53834,50140,Resistance
8882,Intrinsic PEEP,,,,,Intrinsic PEEP,331,ZZ-OUD-Resp-PatientGeg.,,,,0,,,177,mbar,mbar,,,,,numericitems,2149,2117,Intrinsic PEEP
8883,Airtrap,,,,,Airtrap,331,ZZ-OUD-Resp-PatientGeg.,,,,0,,,6,ml,mL,,,,,numericitems,1508,1476,Air trap
8884,End Tidal CO2 %,end tidal carbon dioxide partial pressure,LOINC,19891-1,Carbon dioxide [Partial pressure] in Exhaled gas --at end expiration,End Tidal CO2 %,331,ZZ-OUD-Resp-PatientGeg.,,,,0,,,0,None,,,,,,numericitems,64,58,end tidal carbon dioxide partial pressure
8885,End Tidal CO2 mmHG,end tidal carbon dioxide partial pressure,LOINC,19891-1,Carbon dioxide [Partial pressure] in Exhaled gas --at end expiration,End Tidal CO2,331,ZZ-OUD-Resp-PatientGeg.,,,,0,,,173,mmHg,mm[Hg],,,,,numericitems,409,402,end tidal carbon dioxide partial pressure
8886,Beademings Temperatuur,,,,,Beadm. Temp,331,ZZ-OUD-Resp-PatientGeg.,,,,0,,,59,°C,Cel,,,,,numericitems,67,67,Ventilation Temperature
8925,Maagzuig,,,,,Maagzuig,339,VB-Tr.Digestivus,,,,0,,,6,ml,mL,,,,,numericitems,2865,2865,Stomach suction
8955,Cuff druk van Tube,,,,,Cuff druk Tube,333,RESP-Tube,,,,0,,,175,cmH2O,cm[H2O],,,,,numericitems,41019,41019,Cuff pressure from Tube
9356,EVD-cm boven Monroe,,,,,EVD-cm boven Monroe,428,NEURO-Algemeen,,,,0,,,50,cm,cm,,,,,numericitems,53993,53993,EVD-cm above Monroe
9357,ELD-cm boven Monroe,,,,,ELD-cm boven Monroe,428,NEURO-Algemeen,,,,0,,,50,cm,cm,,,,,numericitems,2865,2865,ELD-cm above Monroe
9360,Lumbaaldrain Uit,,,,,Lumb.drain/Uit,593,VB-Lumbaaldrain,,,,0,,,6,ml,mL,,,,,numericitems,6407,6407,Lumbar Drain Out
9469,Pacemaker Frequentie,pacemaker frequency,,,,PM_Freqentie,320,HD-Hartritme,hemodynamics-heart rhythm,,,0,,,0,None,,,,,,numericitems,12969,12969,pacemaker frequency
9470,Pacemaker Ventricle ampl.(output) ingesteld,pacemaker ventricular amplitude set,,,,PM_Ventricle ampl.(outp.) ingest.,320,HD-Hartritme,hemodynamics-heart rhythm,,,0,,,0,None,,,,,,numericitems,10791,10791,pacemaker ventricular amplitude set
9471,Pacemaker Ventricle sense ingesteld,pacemaker ventricular sense set,,,,PM_Ventricle sense ingest.,320,HD-Hartritme,hemodynamics-heart rhythm,,,0,,,150,mV,mV,,,,,numericitems,10833,10833,pacemaker ventricular sense set
9532,Tinspiratie,,,,,Tinsp,330,ZZ-OUD-Resp-Evita Machinegegevens,,,,0,,,0,None,,,,,,numericitems,56260,40091,Tinspiration
9533,Texpiratie,,,,,Texp,330,ZZ-OUD-Resp-Evita Machinegegevens,,,,0,,,0,None,,,,,,numericitems,56220,39942,Texpiration
9545,Cerebrale PaO2,,,,,Cerebrale PaO2,428,NEURO-Algemeen,,,,0,,,173,mmHg,mm[Hg],,,,,numericitems,212,212,Cerebral PaO2
