source_concept_id,source_concept,count,count_validated,itemid,item,abbreviation,category,islabresult,valueid,source_concept_en
7969-11,Technisch probleem,24,24,7969,RedenStakenCVVH,RedenStaken,CVVH-Gegevens,0,11,Technical issue
7969-12,Overig,292,292,7969,RedenStakenCVVH,RedenStaken,CVVH-Gegevens,0,12,Other
7969-13,Operatie,22,22,7969,RedenStakenCVVH,RedenStaken,CVVH-Gegevens,0,13,Operation
7969-14,Overleden,3,3,7969,RedenStakenCVVH,RedenStaken,CVVH-Gegevens,0,14,Dead
7969-15,Draait 72uur en verzadigde filter,111,111,7969,RedenStakenCVVH,RedenStaken,CVVH-Gegevens,0,15,Runs 72 hours and saturated filter
8189-1,Diep Nasaal,15729,15729,8189,Toedieningsweg,Toediening,RESP-O2aanbod,0,1,Deep Nasal
8189-2,Nasaal,3560,3560,8189,Toedieningsweg,Toediening,RESP-O2aanbod,0,2,Nasal
8189-3,Kapje,52649,52649,8189,Toedieningsweg,Toediening,RESP-O2aanbod,0,3,Cap
8189-4,Kunstneus,99422,99422,8189,Toedieningsweg,Toediening,RESP-O2aanbod,0,4,Artificial nose
8189-7,O2-bril,338421,338421,8189,Toedieningsweg,Toediening,RESP-O2aanbod,0,7,O2 glasses
8189-8,Kinnebak,9078,9078,8189,Toedieningsweg,Toediening,RESP-O2aanbod,0,8,Chin
8189-9,Nebulizer,261,261,8189,Toedieningsweg,Toediening,RESP-O2aanbod,0,9,Nebulizer
8189-10,Waterset,61,61,8189,Toedieningsweg,Toediening,RESP-O2aanbod,0,10,Water set
8189-11,Trach.stoma,1446,1446,8189,Toedieningsweg,Toediening,RESP-O2aanbod,0,11,Trach stoma
8189-12,B.Lucht,12749,12749,8189,Toedieningsweg,Toediening,RESP-O2aanbod,0,12,B.Air
8189-13,Ambu,21,21,8189,Toedieningsweg,Toediening,RESP-O2aanbod,0,13,Ambu
8189-14,Guedel,83,83,8189,Toedieningsweg,Toediening,RESP-O2aanbod,0,14,Guedel
8189-15,DL-tube,1,1,8189,Toedieningsweg,Toediening,RESP-O2aanbod,0,15,DL tube
8189-16,CPAP,4480,4480,8189,Toedieningsweg,Toediening,RESP-O2aanbod,0,16,CPAP
8189-17,Non-Rebreathing masker,36844,36844,8189,Toedieningsweg,Toediening,RESP-O2aanbod,0,17,Non-Rebreathing Mask
8189-18,Spreekcanule,16066,16066,8189,Toedieningsweg,Toediening,RESP-O2aanbod,0,18,Speaking cannula
8189-19,Spreekklepje,56393,56393,8189,Toedieningsweg,Toediening,RESP-O2aanbod,0,19,Speaking valve
8200-1,DOO,196,196,8200,Pacemaker mode,PM_Mode,HD-Hartritme,0,1,DOO
8200-2,DVI,2192,2192,8200,Pacemaker mode,PM_Mode,HD-Hartritme,0,2,DVI
8200-3,VDD,5571,5571,8200,Pacemaker mode,PM_Mode,HD-Hartritme,0,3,VDD
8200-4,DDD,1183,1183,8200,Pacemaker mode,PM_Mode,HD-Hartritme,0,4,DDD
8200-5,VVI,4494,4494,8200,Pacemaker mode,PM_Mode,HD-Hartritme,0,5,VVI
8200-6,DDD500,8,8,8200,Pacemaker mode,PM_Mode,HD-Hartritme,0,6,DDD500
8200-7,VOO,19,19,8200,Pacemaker mode,PM_Mode,HD-Hartritme,0,7,VOO
8200-8,VVT,1,1,8200,Pacemaker mode,PM_Mode,HD-Hartritme,0,8,VVT
8200-9,Uit,79,79,8200,Pacemaker mode,PM_Mode,HD-Hartritme,0,9,Out
8400-3,Dun/breiig,1,1,8400,Defaecatie consistentie,DefConsistentie,Gastro-intestinaal,0,3,Thin/knit
8616-1,UF 205,1944,1944,8616,Filtertype,Filtertype,CVVH-Afspraken,0,1,UF 205
8616-2,F60 hps,41,41,8616,Filtertype,Filtertype,CVVH-Afspraken,0,2,F60 hps
8616-3,AV600s,1337,1337,8616,Filtertype,Filtertype,CVVH-Afspraken,0,3,AV600s
8647-1,ECG,75628,18473,8647,IABP Trigger,IABP Trigger,HD-IABP,0,1,ECG
8647-2,Pressure,9587,2526,8647,IABP Trigger,IABP Trigger,HD-IABP,0,2,Pressure
8647-3,Pacer V,12,10,8647,IABP Trigger,IABP Trigger,HD-IABP,0,3,Pacer v
8647-5,Internal,1,1,8647,IABP Trigger,IABP Trigger,HD-IABP,0,5,Internal
8650-1,Correct,2953,2953,8650,IABP Curve,IABP Curve,HD-IABP,0,1,Correct
8650-2,Niet correct,302,302,8650,IABP Curve,IABP Curve,HD-IABP,0,2,Incorrect
8651-1,Voelbaar,10138,10138,8651,Pulsaties Li-been,Pulsaties Li-been,HD-Pulsaties,0,1,Sensible
8651-2,Hoorbaar (Doppler),12094,12094,8651,Pulsaties Li-been,Pulsaties Li-been,HD-Pulsaties,0,2,Audible (Doppler)
8651-3,Niet waarneembaar,1087,1087,8651,Pulsaties Li-been,Pulsaties Li-been,HD-Pulsaties,0,3,Not detectable
8651-4,Niet getest,192,192,8651,Pulsaties Li-been,Pulsaties Li-been,HD-Pulsaties,0,4,Not tested
8652-1,Voelbaar,10452,10452,8652,Pulsaties Re-been,Pulsaties Re-been,HD-Pulsaties,0,1,Sensible
8652-2,Hoorbaar (Doppler),12406,12406,8652,Pulsaties Re-been,Pulsaties Re-been,HD-Pulsaties,0,2,Audible (Doppler)
8652-3,Niet waarneembaar,1122,1122,8652,Pulsaties Re-been,Pulsaties Re-been,HD-Pulsaties,0,3,Not noticeable
8652-4,Niet getest,209,209,8652,Pulsaties Re-been,Pulsaties Re-been,HD-Pulsaties,0,4,Not tested
8654-1,Voelbaar,1496,1496,8654,IABP Pulsatie,IABP Pulsatie,HD-IABP,0,1,Sensible
8654-2,Hoorbaar (Doppler),1934,1934,8654,IABP Pulsatie,IABP Pulsatie,HD-IABP,0,2,Audible (Doppler)
8654-3,Niet waarneembaar,123,123,8654,IABP Pulsatie,IABP Pulsatie,HD-IABP,0,3,Not noticeable
8654-4,Niet getest,108,108,8654,IABP Pulsatie,IABP Pulsatie,HD-IABP,0,4,Not tested
8663-1,Axillair,91214,91214,8663,Temperatuur Plaats 1,Temp Plaats 1,HD-Temperatuur,0,1,Axillary
8663-2,Lies,21818,21818,8663,Temperatuur Plaats 1,Temp Plaats 1,HD-Temperatuur,0,2,groin
8663-3,Oor,8,8,8663,Temperatuur Plaats 1,Temp Plaats 1,HD-Temperatuur,0,3,Ear
8663-4,Rectaal,13545,13545,8663,Temperatuur Plaats 1,Temp Plaats 1,HD-Temperatuur,0,4,Rectal
8663-5,Oraal,46,46,8663,Temperatuur Plaats 1,Temp Plaats 1,HD-Temperatuur,0,5,Oral
8663-6,Li-voet huid,2258,2258,8663,Temperatuur Plaats 1,Temp Plaats 1,HD-Temperatuur,0,6,Li foot skin
8663-7,Re-voet huid,2129,2129,8663,Temperatuur Plaats 1,Temp Plaats 1,HD-Temperatuur,0,7,Re-foot skin
8663-8,Li-been huid,544,544,8663,Temperatuur Plaats 1,Temp Plaats 1,HD-Temperatuur,0,8,Li leg skin
8663-9,Re-been huid,771,771,8663,Temperatuur Plaats 1,Temp Plaats 1,HD-Temperatuur,0,9,Re-leg skin
8663-10,Blaas,179,179,8663,Temperatuur Plaats 1,Temp Plaats 1,HD-Temperatuur,0,10,Bladder
8668-1,Links,23974,23974,8668,Thoraxdrain1 Plaats,Th.drain1/Plaats,VB-Thoraxdrains,0,1,Left
8668-2,Rechts,31186,31186,8668,Thoraxdrain1 Plaats,Th.drain1/Plaats,VB-Thoraxdrains,0,2,Right
8668-3,Mediastinaal,108069,108069,8668,Thoraxdrain1 Plaats,Th.drain1/Plaats,VB-Thoraxdrains,0,3,Mediastinal
8669-1,Links,8620,8620,8669,Thoraxdrain2 Plaats,Th.drain2/Plaats,VB-Thoraxdrains,0,1,Left
8669-2,Rechts,9051,9051,8669,Thoraxdrain2 Plaats,Th.drain2/Plaats,VB-Thoraxdrains,0,2,Right
8669-3,Mediastinaal,10306,10306,8669,Thoraxdrain2 Plaats,Th.drain2/Plaats,VB-Thoraxdrains,0,3,Mediastinal
8670-1,Links,2074,2074,8670,Thoraxdrain3 Plaats,Th.drain3/Plaats,VB-Thoraxdrains,0,1,Left
8670-2,Rechts,2523,2523,8670,Thoraxdrain3 Plaats,Th.drain3/Plaats,VB-Thoraxdrains,0,2,Right
8670-3,Mediastinaal,529,529,8670,Thoraxdrain3 Plaats,Th.drain3/Plaats,VB-Thoraxdrains,0,3,Mediastinal
8691-1,-  5 cm H2O,794,794,8691,Thoraxdrain1 Zuigkracht,Th.drain1/cmH2O,VB-Thoraxdrains,0,1,- 5 cm H2O
8691-2,- 10 cm H2O,20487,20487,8691,Thoraxdrain1 Zuigkracht,Th.drain1/cmH2O,VB-Thoraxdrains,0,2,- 10cm H2O
8691-3,- 15 cm H2O,19507,19507,8691,Thoraxdrain1 Zuigkracht,Th.drain1/cmH2O,VB-Thoraxdrains,0,3,- 15 cm H2O
8691-4,- 20 cm H2O,110610,110610,8691,Thoraxdrain1 Zuigkracht,Th.drain1/cmH2O,VB-Thoraxdrains,0,4,- 20 cm H2O
8691-5,- 25 cm H2O,298,298,8691,Thoraxdrain1 Zuigkracht,Th.drain1/cmH2O,VB-Thoraxdrains,0,5,- 25cm H2O
8691-6,Waterslot,11175,11175,8691,Thoraxdrain1 Zuigkracht,Th.drain1/cmH2O,VB-Thoraxdrains,0,6,Water lock
8691-7,Afgeklemd,2174,2174,8691,Thoraxdrain1 Zuigkracht,Th.drain1/cmH2O,VB-Thoraxdrains,0,7,Clamped
8692-1,-   5 cm H2O,159,159,8692,Thoraxdrain2 Zuigkracht,Th.drain2/cmH2O,VB-Thoraxdrains,0,1,- 5 cm H2O
8692-2,- 10 cm H2O,5351,5351,8692,Thoraxdrain2 Zuigkracht,Th.drain2/cmH2O,VB-Thoraxdrains,0,2,- 10 cm H2O
8692-3,- 15 cm H2O,5591,5591,8692,Thoraxdrain2 Zuigkracht,Th.drain2/cmH2O,VB-Thoraxdrains,0,3,- 15 cm H2O
8692-4,- 20 cm H2O,12929,12929,8692,Thoraxdrain2 Zuigkracht,Th.drain2/cmH2O,VB-Thoraxdrains,0,4,- 20 cm H2O
8692-5,- 25 cm H2O,70,70,8692,Thoraxdrain2 Zuigkracht,Th.drain2/cmH2O,VB-Thoraxdrains,0,5,- 25 cm H2O
8692-6,Waterslot,3222,3222,8692,Thoraxdrain2 Zuigkracht,Th.drain2/cmH2O,VB-Thoraxdrains,0,6,Water lock
8692-7,Afgeklemd,585,585,8692,Thoraxdrain2 Zuigkracht,Th.drain2/cmH2O,VB-Thoraxdrains,0,7,Clamped off
8693-1,-   5 cm H2O,71,71,8693,Thoraxdrain3 Zuigkracht,Th.drain3/cmH2O,VB-Thoraxdrains,0,1,- 5 cm H2O
8693-2,- 10 cm H2O,1196,1196,8693,Thoraxdrain3 Zuigkracht,Th.drain3/cmH2O,VB-Thoraxdrains,0,2,- 10 cm H2O
8693-3,- 15 cm H2O,1500,1500,8693,Thoraxdrain3 Zuigkracht,Th.drain3/cmH2O,VB-Thoraxdrains,0,3,- 15 cm H2O
8693-4,- 20 cm H2O,1349,1349,8693,Thoraxdrain3 Zuigkracht,Th.drain3/cmH2O,VB-Thoraxdrains,0,4,- 20 cm H2O
8693-5,- 25 cm H2O,1,1,8693,Thoraxdrain3 Zuigkracht,Th.drain3/cmH2O,VB-Thoraxdrains,0,5,- 25 cm H2O
8693-6,Waterslot,827,827,8693,Thoraxdrain3 Zuigkracht,Th.drain3/cmH2O,VB-Thoraxdrains,0,6,Water lock
8693-7,Afgeklemd,138,138,8693,Thoraxdrain3 Zuigkracht,Th.drain3/cmH2O,VB-Thoraxdrains,0,7,Clamped
8695-1,+,9323,9323,8695,Thoraxdrain1 Luchtlekkage,Th.drain1/LL,VB-Thoraxdrains,0,1,+
8695-2,-,129124,129124,8695,Thoraxdrain1 Luchtlekkage,Th.drain1/LL,VB-Thoraxdrains,0,2,-
8696-1,+,3024,3024,8696,Thoraxdrain2 Luchtlekkage,Th.drain2/LL,VB-Thoraxdrains,0,1,+
8696-2,-,19016,19016,8696,Thoraxdrain2 Luchtlekkage,Th.drain2/LL,VB-Thoraxdrains,0,2,-
8698-1,+,845,845,8698,Thoraxdrain3 Luchtlekkage,Th.drain3/LL,VB-Thoraxdrains,0,1,+
8698-2,-,3315,3315,8698,Thoraxdrain3 Luchtlekkage,Th.drain3/LL,VB-Thoraxdrains,0,2,-
8730-1,Douglas,1769,1769,8730,Wonddrain1 Plaats,Wdrain1/Plaats,VB-Wonddrains,0,1,Douglas
8730-2,Sub-Hepatisch,1457,1457,8730,Wonddrain1 Plaats,Wdrain1/Plaats,VB-Wonddrains,0,2,Sub-Hepatic
8730-3,Supra-Hepatisch,653,653,8730,Wonddrain1 Plaats,Wdrain1/Plaats,VB-Wonddrains,0,3,Supra-Hepatic
8730-4,Intra-Peritoneaal,8118,8118,8730,Wonddrain1 Plaats,Wdrain1/Plaats,VB-Wonddrains,0,4,Intra-Peritoneal
8730-5,Retro-Peritoneaal,2149,2149,8730,Wonddrain1 Plaats,Wdrain1/Plaats,VB-Wonddrains,0,5,Retro-Peritoneal
8730-6,Bovenbeen Li,1537,1537,8730,Wonddrain1 Plaats,Wdrain1/Plaats,VB-Wonddrains,0,6,Upper leg Li
8730-7,Bovenbeen Re,1807,1807,8730,Wonddrain1 Plaats,Wdrain1/Plaats,VB-Wonddrains,0,7,Upper leg Re
8730-8,Onderbeen Li,5655,5655,8730,Wonddrain1 Plaats,Wdrain1/Plaats,VB-Wonddrains,0,8,Lower leg Li
8730-9,Onderbeen Re,3650,3650,8730,Wonddrain1 Plaats,Wdrain1/Plaats,VB-Wonddrains,0,9,Lower leg Re
8730-10,Bovenarm Li,109,109,8730,Wonddrain1 Plaats,Wdrain1/Plaats,VB-Wonddrains,0,10,Upper arm Li
8730-11,Bovenarm Re,134,134,8730,Wonddrain1 Plaats,Wdrain1/Plaats,VB-Wonddrains,0,11,Upper arm Re
8730-12,Onderarm Li,49,49,8730,Wonddrain1 Plaats,Wdrain1/Plaats,VB-Wonddrains,0,12,Forearm Li
8730-13,Onderarm Re,45,45,8730,Wonddrain1 Plaats,Wdrain1/Plaats,VB-Wonddrains,0,13,Forearm Re
8730-14,Ventrikel,14,14,8730,Wonddrain1 Plaats,Wdrain1/Plaats,VB-Wonddrains,0,14,Ventricle
8730-15,Hals Li,963,963,8730,Wonddrain1 Plaats,Wdrain1/Plaats,VB-Wonddrains,0,15,Neck Li
8730-16,Hals Re,1713,1713,8730,Wonddrain1 Plaats,Wdrain1/Plaats,VB-Wonddrains,0,16,Neck Re
8730-17,Rug,1618,1618,8730,Wonddrain1 Plaats,Wdrain1/Plaats,VB-Wonddrains,0,17,Back
8730-18,Hoofd,358,358,8730,Wonddrain1 Plaats,Wdrain1/Plaats,VB-Wonddrains,0,18,Head
8730-19,Retro sternaal,381,381,8730,Wonddrain1 Plaats,Wdrain1/Plaats,VB-Wonddrains,0,19,Retro sternal
8730-20,Sub-Frenisch,481,481,8730,Wonddrain1 Plaats,Wdrain1/Plaats,VB-Wonddrains,0,20,Sub-Frenic
8730-21,Duodenum,127,127,8730,Wonddrain1 Plaats,Wdrain1/Plaats,VB-Wonddrains,0,21,Duodenum
8731-1,Douglas,915,915,8731,Wonddrain2 Plaats,Wdrain2/Plaats,VB-Wonddrains,0,1,Douglas
8731-2,Sub-Hepatisch,498,498,8731,Wonddrain2 Plaats,Wdrain2/Plaats,VB-Wonddrains,0,2,Sub-Hepatic
8731-3,Supra-Hepatisch,371,371,8731,Wonddrain2 Plaats,Wdrain2/Plaats,VB-Wonddrains,0,3,Supra-Hepatic
8731-4,Intra-Peritoneaal,4776,4776,8731,Wonddrain2 Plaats,Wdrain2/Plaats,VB-Wonddrains,0,4,Intra-Peritoneal
8731-5,Retro-Peritoneaal,1213,1213,8731,Wonddrain2 Plaats,Wdrain2/Plaats,VB-Wonddrains,0,5,Retro-Peritoneal
8731-6,Bovenbeen Li,711,711,8731,Wonddrain2 Plaats,Wdrain2/Plaats,VB-Wonddrains,0,6,Upper leg Li
8731-7,Bovenbeen Re,766,766,8731,Wonddrain2 Plaats,Wdrain2/Plaats,VB-Wonddrains,0,7,Upper leg Re
8731-8,Onderbeen Li,2201,2201,8731,Wonddrain2 Plaats,Wdrain2/Plaats,VB-Wonddrains,0,8,Lower leg Li
8731-9,Onderbeen Re,1082,1082,8731,Wonddrain2 Plaats,Wdrain2/Plaats,VB-Wonddrains,0,9,Lower leg Re
8731-10,Bovenarm Li,49,49,8731,Wonddrain2 Plaats,Wdrain2/Plaats,VB-Wonddrains,0,10,Upper arm Li
8731-11,Bovenarm Re,72,72,8731,Wonddrain2 Plaats,Wdrain2/Plaats,VB-Wonddrains,0,11,Upper arm Re
8731-12,Onderarm Li,12,12,8731,Wonddrain2 Plaats,Wdrain2/Plaats,VB-Wonddrains,0,12,Forearm Li
8731-13,Onderarm Re,18,18,8731,Wonddrain2 Plaats,Wdrain2/Plaats,VB-Wonddrains,0,13,Forearm Re
8731-15,Hals Li,370,370,8731,Wonddrain2 Plaats,Wdrain2/Plaats,VB-Wonddrains,0,15,Neck Li
8731-16,Hals Re,329,329,8731,Wonddrain2 Plaats,Wdrain2/Plaats,VB-Wonddrains,0,16,Hals Re
8731-17,Rug,890,890,8731,Wonddrain2 Plaats,Wdrain2/Plaats,VB-Wonddrains,0,17,Back
8731-18,Hoofd,42,42,8731,Wonddrain2 Plaats,Wdrain2/Plaats,VB-Wonddrains,0,18,Head
8731-19,Retro sternaal,228,228,8731,Wonddrain2 Plaats,Wdrain2/Plaats,VB-Wonddrains,0,19,Retro sternal
