source_concept_id,source_concept,item_en,vocabulary_id,vocabulary_concept_code,vocabulary_concept_name,abbreviation,categoryid,category,category_en,ordercategoryid,ordercategory,islabresult,valueid,value,unitid,unit,ucum_code,low_normal_value,high_normal_value,expected_min_value,expected_max_value,table,count,count_validated,source_concept_en
6780,Lymfocyten Abs,,,,,LymfoAbs,370,LAB HEMATOLOGIE,,,,1,,,101,10^9/l,10*9/L,"1,2","2,9",,,numericitems,1,1,Lymphocytes Abs
6781,Lymfocyten,,,,,Lymfocyten,370,LAB HEMATOLOGIE,,,,1,,,0,None,,20,45,,,numericitems,48,48,Lymphocytes
6782,M.C.H.,,,,,MCH,370,LAB HEMATOLOGIE,,,,1,,,0,None,,1720,2200,,,numericitems,140,140,M.C.H.
6783,M.C.H.C.,,,,,MCHC,370,LAB HEMATOLOGIE,,,,1,,,97,mmol/l,mmol/L,"19,3","22,8",,,numericitems,139,139,M.C.H.C.
6784,M.C.V.,,,,,MCV,370,LAB HEMATOLOGIE,,,,1,,,55,fl,fL,84,104,,,numericitems,141,141,M.C.V.
6785,Monocyten,,,,,Monocyten,370,LAB HEMATOLOGIE,,,,1,,,0,None,,1,9,,,numericitems,49,49,monocytes
6786,Neutrofielen,,,,,Neutrofielen,370,LAB HEMATOLOGIE,,,,1,,,0,None,,45,70,,,numericitems,40,40,Neutrophils
6789,Protrombinetijd,,,,,Protrombinetijd,377,LAB STOLLING,,,,1,,,3,sec,s,,,,,numericitems,5800,5800,Prothrombin time
6791,Reticulocyt,,,,,Reticulocyten,370,LAB HEMATOLOGIE,,,,1,,,0,None,,5,20,,,numericitems,30,30,Reticulocyte
6795,Segm. kernigen,,,,,Segm. kernigen,370,LAB HEMATOLOGIE,,,,1,,,0,None,,45,70,,,numericitems,11,11,segment. core
6796,Staafkernig,,,,,Staafkernig,370,LAB HEMATOLOGIE,,,,1,,,0,None,,1,4,,,numericitems,7,7,Rod-core
6797,Thrombocyten,platelets,LOINC,26515-7,Platelets [#/volume] in Blood,Thrombocyten,370,LAB HEMATOLOGIE,,,,1,,,101,10^9/l,10*9/L,150,350,,,numericitems,7201,7201,platelets
6798,Thrombinetijd,,,,,Thrombinetijd,377,LAB STOLLING,,,,1,,,3,sec,s,16,20,,,numericitems,5,5,Thrombin time
6800,ALAT,,,,,ALAT,371,LAB CHEMIE,,,,1,,,186,IE/l,[IU]/L,0,28,,,numericitems,2185,2185,ALT
6801,Albumine chemisch,,,,,Alb. chemisch,371,LAB CHEMIE,,,,1,,,62,g/l,g/L,20,40,,,numericitems,3064,3064,Albumin chemical
6803,Alk. Fosfatase,,,,,Alk.Fosfatase,371,LAB CHEMIE,,,,1,,,186,IE/l,[IU]/L,0,90,,,numericitems,1971,1971,alk. Phosphatase
6805,Ammoniak,,,,,Ammoniak,371,LAB CHEMIE,,,,1,,,56,µmol,umol,0,50,,,numericitems,47,47,ammonia
6806,ASAT,,,,,ASAT,371,LAB CHEMIE,,,,1,,,186,IE/l,[IU]/L,0,21,,,numericitems,2187,2187,ASAT
6807,B.E.,,,,,B.E.,372,LAB ASTRUPS,,,,1,,,97,mmol/l,mmol/L,-5,4,,,numericitems,25210,25210,B.E.
6808,Bezinking,,,,,BSE,370,LAB HEMATOLOGIE,,,,1,,,51,mm,mm,2,6,,,numericitems,172,172,Settling
6810,HCO3,,,,,HCO3,372,LAB ASTRUPS,,,,1,,,97,mmol/l,mmol/L,20,30,,,numericitems,25251,25251,HCO3
6812,Bilirubine geconjugeerd,,,,,Bili geconj.,371,LAB CHEMIE,,,,1,,,56,µmol,umol,,,,,numericitems,375,375,Bilirubin conjugated
6813,Bili Totaal,bilirubin total,LOINC,54363-7,Bilirubin.total [Moles/volume] in Blood,Bili Totaal,371,LAB CHEMIE,,,,1,,,56,µmol,umol,0,17,,,numericitems,1720,1720,bilirubin total
6815,Ca. geioniseerd,,,,,CA-geïon,371,LAB CHEMIE,,,,1,,,97,mmol/l,mmol/L,"1,19","1,31",,,numericitems,2,2,Approx. ionized
6817,Calcium,,,,,CA,371,LAB CHEMIE,,,,1,,,97,mmol/l,mmol/L,"2,15","2,6",,,numericitems,5339,5339,Calcium
6819,Chloor,,,,,CL,371,LAB CHEMIE,,,,1,,,97,mmol/l,mmol/L,96,106,,,numericitems,1443,1443,Chlorine
6820,Cholesterol,,,,,Cholesterol,371,LAB CHEMIE,,,,1,,,97,mmol/l,mmol/L,"3,6","6,5",,,numericitems,6,6,cholesterol
6822,CK,,,,,CK,371,LAB CHEMIE,,,,1,,,186,IE/l,[IU]/L,0,100,,,numericitems,4355,4355,CK
6824,CK-MB,,,,,CK-MB,371,LAB CHEMIE,,,,1,,,186,IE/l,[IU]/L,,,,,numericitems,2315,2315,CK MB
6825,CRP,,,,,CRP,371,LAB CHEMIE,,,,1,,,63,mg/l,mg/L,3,8,,,numericitems,399,399,CRP
6826,Eiwit totaal,,,,,Tot. Eiwit,371,LAB CHEMIE,,,,1,,,62,g/l,g/L,40,80,,,numericitems,57,57,Protein total
6828,Fosfaat,,,,,Fosfaat,371,LAB CHEMIE,,,,1,,,97,mmol/l,mmol/L,"0,85","1,4",,,numericitems,5212,5212,Phosphate
6831,Gamma GT,,,,,Gamma GT,371,LAB CHEMIE,,,,1,,,183,E/l,U/L,0,36,,,numericitems,2001,2001,Range GT
6833,Glucose Bloed,glucose,LOINC,15074-8,Glucose [Moles/volume] in Blood,Glucose,371,LAB CHEMIE,,,,1,,,97,mmol/l,mmol/L,3,9,,,numericitems,7892,7892,glucose
6835,Kalium,serum potassium,LOINC,2823-3,Potassium [Moles/volume] in Serum or Plasma,K,371,LAB CHEMIE,,,,1,,,97,mmol/l,mmol/L,"3,6","5,2",,,numericitems,8612,8612,serum potassium
6836,Kreatinine,serum creatinine,LOINC,15045-8,Creatine [Moles/volume] in Serum or Plasma,Kreat,371,LAB CHEMIE,,,,1,,,56,µmol,umol,30,100,,,numericitems,6481,6481,serum creatinine
6837,Laktaat,lactate,LOINC,32693-4,Lactate [Moles/volume] in Blood,Laktaat,371,LAB CHEMIE,,,,1,,,97,mmol/l,mmol/L,"0,6","2,4",,,numericitems,1476,1476,lactate
6838,LDH,,,,,LDH,371,LAB CHEMIE,,,,1,,,186,IE/l,[IU]/L,0,275,,,numericitems,1522,1522,LDH
6839,Magnesium,,,,,Mg,371,LAB CHEMIE,,,,1,,,97,mmol/l,mmol/L,"0,75","1,02",,,numericitems,4633,4633,Magnesium
6840,Natrium,serum sodium,LOINC,2951-2,Sodium [Moles/volume] in Serum or Plasma,Na,371,LAB CHEMIE,,,,1,,,97,mmol/l,mmol/L,137,147,,,numericitems,8602,8602,serum sodium
6845,Plasma Amylase,,,,,Amylase,371,LAB CHEMIE,,,,1,,,183,E/l,U/L,0,115,,,numericitems,1138,1138,plasma amylase
6846,PCO2,partial pressure of carbon dioxide in blood,LOINC,11557-6,Carbon dioxide [Partial pressure] in Blood,PCO2,372,LAB ASTRUPS,,,,1,,,173,mmHg,mm[Hg],36,44,,,numericitems,25348,25348,partial pressure of carbon dioxide in blood
6848,PH,blood pH,LOINC,11558-4,pH of Blood,PH,372,LAB ASTRUPS,,,,1,,,0,None,,"7,35","7,5",,,numericitems,25371,25371,blood pH
6849,Triglyceride,,,,,Triglyceride,371,LAB CHEMIE,,,,1,,,97,mmol/l,mmol/L,"0,5","1,7",,,numericitems,5,5,Triglyceride
6850,Ureum,,,,,Ureum,371,LAB CHEMIE,,,,1,,,97,mmol/l,mmol/L,"2,6",9,,,numericitems,3138,3138,Urea
6865,Eiwit in Liquor,,,,,Eiwit-Liqour,306,LAB LIQUOR,,,,1,,,61,g/dl,"g/dL,","0,29","0,55",,,numericitems,29,29,Protein in Liquor
6867,IgG index liquor,,,,,IgG-index liquor,306,LAB LIQUOR,,,,1,,,0,None,,"0,34","0,58",,,numericitems,4,4,IgG index liquor
6878,25 OH Vitamine D,,,,,Vitamine D,374,LAB VITAMINEN,,,,1,,,44,nmol/l,nmol/L,20,100,,,numericitems,1,1,25 OH Vitamin D
6971,Ferritine,,,,,Ferritine,371,LAB CHEMIE,,,,1,,,66,ng/ml,ng/mL,30,250,,,numericitems,2,2,Ferritin
6973,Foliumzuur Bloed,,,,,Foliumzuur bld,374,LAB VITAMINEN,,,,1,,,44,nmol/l,nmol/L,"6,8",39,,,numericitems,1,1,Folic Acid Blood
6984,FCOHb,,,,,FCOHb,372,LAB ASTRUPS,,,,1,,,0,None,,0,"1,5",,,numericitems,126,126,FCOHb
6986,FHHb,,,,,FHHb,372,LAB ASTRUPS,,,,1,,,0,None,,0,5,,,numericitems,101,101,FHHb
7000,IJzer,,,,,Fe,371,LAB CHEMIE,,,,1,,,56,µmol,umol,12,30,,,numericitems,9,9,Iron
7004,FMetHb,,,,,FMetHb,372,LAB ASTRUPS,,,,1,,,0,None,,0,"1,5",,,numericitems,145,145,FMetHb
7008,Osmolaliteit Bloed,,,,,Osmolaliteit,371,LAB CHEMIE,,,,1,,,0,None,,275,295,,,numericitems,102,102,Osmolality Blood
7071,TSH,,,,,TSH,371,LAB CHEMIE,,,,1,,,44,nmol/l,nmol/L,"0,3","4,5",,,numericitems,4,4,TSH
7073,Urinezuur,,,,,Urinezuur,371,LAB CHEMIE,,,,1,,,97,mmol/l,mmol/L,2,4,,,numericitems,63,63,Uric acid
7078,Vitamine B12 Bloed,,,,,Vitamine B12,374,LAB VITAMINEN,,,,1,,,98,pmol/l,pmol/L,160,700,,,numericitems,2,2,Vitamin B12 Blood
7084,Zink,,,,,Zink,371,LAB CHEMIE,,,,1,,,56,µmol,umol,11,18,,,numericitems,1,1,Zinc
7093,Eiwit totaal in urine,,,,,Tot. Eiwit-Urine,275,LAB URINE,,,,1,,,62,g/l,g/L,,"0,3",,,numericitems,3,3,Protein total in urine
7101,Kalium in urine,,,,,Kalium-Urine,275,LAB URINE,,,,1,,,97,mmol/l,mmol/L,25,165,,,numericitems,60,60,Potassium in urine
7108,Kreatinine klaring,,,,,Kreatinine klaring,275,LAB URINE,,,,1,,,24,ml/min,mL/min,90,140,,,numericitems,2,2,Creatinine clearance
7109,Kreatinine in urine,,,,,Kreatinine-Urine,275,LAB URINE,,,,1,,,97,mmol/l,mmol/L,,,,,numericitems,47,47,Creatinine in urine
7126,PH in urine,,,,,PH-Urine,275,LAB URINE,,,,1,,,0,None,,,,,,numericitems,77,77,PH in urine
7136,Soortelijkgewicht urine,,,,,SG-Urine,275,LAB URINE,,,,1,,,62,g/l,g/L,,,,,numericitems,9,9,Specific gravity of urine
7189,Fenytoine spiegel,,,,,FenytoineS,277,LAB TOXICOLOGIE,,,,1,,,0,None,,10,20,,,numericitems,3,3,Phenytoin mirror
7192,Gentamicine dalspiegel,,,,,Genta_dalS,277,LAB TOXICOLOGIE,,,,1,,,63,mg/l,mg/L,,1,,,numericitems,3,3,Gentamicin trough level
7197,Tobramycine dal spiegel,,,,,Tobra_dalS,277,LAB TOXICOLOGIE,,,,1,,,63,mg/l,mg/L,,1,,,numericitems,5,5,Tobramycin trough level
7199,Vancomycine dal spiegel,,,,,Vanco_dalS,277,LAB TOXICOLOGIE,,,,1,,,63,mg/l,mg/L,5,10,,,numericitems,10,10,Vancomycin trough level
7201,Amikacine dal spiegel,,,,,Amika_dalS,277,LAB TOXICOLOGIE,,,,1,,,63,mg/l,mg/L,1,4,,,numericitems,1,1,Amikacin trough level
7202,Valproinezuur spiegel,,,,,ValproinezuurS,277,LAB TOXICOLOGIE,,,,1,,,0,None,,50,100,,,numericitems,1,1,Valproic acid level
7205,Digoxine spiegel,,,,,DigoxineS,277,LAB TOXICOLOGIE,,,,1,,,66,ng/ml,ng/mL,1,2,,,numericitems,5,5,digoxin level
7433,PO2,partial pressure of oxygen blood,LOINC,11556-8,Oxygen [Partial pressure] in Blood,PO2,372,LAB ASTRUPS,,,,1,,,173,mmHg,mm[Hg],,,,,numericitems,25372,25372,partial pressure of oxygen blood
7796,Glucose in Liquor,,,,,Glucose-Liqour,306,LAB LIQUOR,,,,1,,,97,mmol/l,mmol/L,,,,,numericitems,34,34,Glucose in Liquor
7810,Lipase,,,,,Lipase,371,LAB CHEMIE,,,,1,,,0,None,,,,,,numericitems,1,1,Lipase
7821,Thrombotest,,,,,Thrombotest,377,LAB STOLLING,,,,1,,,0,None,,,,,,numericitems,18,18,Thrombotest
7839,LH in urine,,,,,LHUrine,275,LAB URINE,,,,1,,,187,IE/ml,[IU]/mL,,,,,numericitems,1,1,LH in urine
7840,Osmolaliteit van urine,,,,,Osmolaliteit-Urine,275,LAB URINE,,,,1,,,0,None,,,,,,numericitems,39,39,Osmolality of urine
7846,Ureum in urine,,,,,Ureum-Urine,275,LAB URINE,,,,1,,,97,mmol/l,mmol/L,,,,,numericitems,1,1,Urea in urine
7847,Urinezuur in urine,,,,,Urinezuur-Urine,275,LAB URINE,,,,1,,,97,mmol/l,mmol/L,,,,,numericitems,2,2,Uric acid in urine
7848,Natrium in urine,,,,,Natrium-Urine,275,LAB URINE,,,,1,,,97,mmol/l,mmol/L,,,,,numericitems,110,110,Sodium in urine
8115,Troponine,,,,,Troponine,371,LAB CHEMIE,,,,1,,,66,ng/ml,ng/mL,,"0,05",,,numericitems,617,617,troponin
8313,Lithium spiegel,,,,,LithiumS,277,LAB TOXICOLOGIE,,,,1,,,97,mmol/l,mmol/L,"0,6",1,,,numericitems,1,1,Lithium mirror
8324,Paracetamol spiegel,,,,,ParacetamolS,277,LAB TOXICOLOGIE,,,,1,,,63,mg/l,mg/L,10,20,,,numericitems,2,2,Paracetamol mirror
8344,Gentamicine top spiegel,,,,,Genta_topS,277,LAB TOXICOLOGIE,,,,1,,,63,mg/l,mg/L,10,15,,,numericitems,1,1,Gentamicin top mirror
8347,Vancomycine top spiegel,,,,,Vanco_topS,277,LAB TOXICOLOGIE,,,,1,,,63,mg/l,mg/L,20,30,,,numericitems,1,1,Vancomycin top mirror
8362,Tobramycine top spiegel,,,,,Tobra_topS,277,LAB TOXICOLOGIE,,,,1,,,63,mg/l,mg/L,10,15,,,numericitems,1,1,Tobramycin top mirror
8492,AnGap,,,,,AnGap,371,LAB CHEMIE,,,,1,,,97,mmol/l,mmol/L,,,,,numericitems,52,52,AnGap
8903,SO2,,,,,SO2,372,LAB ASTRUPS,,,,1,,,0,None,,,,,,numericitems,24404,24404,SO2
8904,Vitamine B6 Bloed,,,,,Vitamine B6,374,LAB VITAMINEN,,,,1,,,44,nmol/l,nmol/L,,,,,numericitems,1,1,Vitamin B6 Blood
8908,Serum Eiwit,,,,,Serum Eiwit,371,LAB CHEMIE,,,,1,,,62,g/l,g/L,,,,,numericitems,3,3,Serum Protein
8912,TYBC/transf-verz,,,,,TYBC/transf-verz,371,LAB CHEMIE,,,,1,,,97,mmol/l,mmol/L,,,,,numericitems,9,9,TYBC/transf
8915,CA++(7.4),,,,,CA++(7.4),371,LAB CHEMIE,,,,1,,,97,mmol/l,mmol/L,,,,,numericitems,38,38,CA++(7.4)
8916,FO2Hb,,,,,FO2Hb,372,LAB ASTRUPS,,,,1,,,0,None,,94,97,,,numericitems,142,142,FO2Hb
8917,Chloor in Urine,,,,,Chloor-Urine,275,LAB URINE,,,,1,,,96,mol/l,mol/L,,,,,numericitems,4,4,Chlorine in Urine
8922,Amylase in Urine,,,,,Amylase-Urine,275,LAB URINE,,,,1,,,97,mmol/l,mmol/L,,,,,numericitems,1,1,Amylase in Urine
8923,Leuco/3ul,,,,,Leuco/3ul,306,LAB LIQUOR,,,,1,,,0,None,,,,,,numericitems,50,50,Leuco/3ul
9553,CtHB Astrup,hemoglobin (blood gas),LOINC,59260-0,Hemoglobin [Moles/volume] in Blood],CtHB Astrup,372,LAB ASTRUPS,,,,1,,,97,mmol/l,mmol/L,"7,4","11,2",,,numericitems,21409,21409,hemoglobin (blood gas)
9555,Natrium Astrup,sodium - direct ion specific electrode measurement,LOINC,2947-0,Sodium [Moles/volume] in Blood,Na+ Astrup,372,LAB ASTRUPS,,,,1,,,97,mmol/l,mmol/L,135,148,,,numericitems,19785,19785,sodium - direct ion specific electrode measurement
9556,Kalium Astrup,potassium - direct ion specific electrode measurement,LOINC,6298-4,Potassium [Moles/volume] in Blood,K+ Astrup,372,LAB ASTRUPS,,,,1,,,97,mmol/l,mmol/L,"3,5","5,3",,,numericitems,20082,20082,potassium - direct ion specific electrode measurement
9557,Glucose Astrup,glucose,LOINC,15074-8,Glucose [Moles/volume] in Blood,Glucose Astrup,372,LAB ASTRUPS,,,,1,,,97,mmol/l,mmol/L,"3,7","5,2",,,numericitems,20195,20195,glucose
9558,Chloor Astrup,,,,,CL-  Astrup,372,LAB ASTRUPS,,,,1,,,97,mmol/l,mmol/L,98,106,,,numericitems,2899,2899,Chlorine Astrup
9559,Anion-Gap (bloed),,,,,Anion-Gap (bloed),372,LAB ASTRUPS,,,,1,,,97,mmol/l,mmol/L,,,,,numericitems,464208,464208,Anion Gap (blood)
9560,Ca++ Astrup,,,,,Ca++ Astrup,372,LAB ASTRUPS,,,,1,,,97,mmol/l,mmol/L,"1,13","1,32",,,numericitems,16774,16774,Ca++ Astrup
9561,CA++(7.4) Astrup,,,,,CA++(7.4) Astrup,372,LAB ASTRUPS,,,,1,,,97,mmol/l,mmol/L,,,,,numericitems,13584,13584,CA++(7.4) Astrup
9576,Leuco/ul,,,,,Leuco/ul,306,LAB LIQUOR,,,,1,,,0,None,,,,,,numericitems,46,46,Leuco/ul
9577,Ery/3ul,,,,,Ery/3ul,306,LAB LIQUOR,,,,1,,,0,None,,,,,,numericitems,49,49,Ery/3ul
9578,Ery/ul,,,,,Ery/ul,306,LAB LIQUOR,,,,1,,,0,None,,,,,,numericitems,46,46,Ery/ul
9580,Laktaat Astrup,lactate (blood gas),LOINC,32693-4,Lactate [Moles/volume] in Blood,Laktaat Astrup,372,LAB ASTRUPS,,,,1,,,97,mmol/l,mmol/L,,,,,numericitems,917,917,lactate (blood gas)
9672,Anti Streptolysine-O testwaarde (bloed),,,,,Anti Streptolysine-O testwaarde (bloed),496,LAB-Divers-serum,,,,1,,,187,IE/ml,[IU]/mL,,,,,numericitems,9,9,Anti Streptolysin-O test value (blood)
9674,BEP.2 (bloed),,,,,BEP.2 (bloed),497,LAB-Divers-bloed,,,,1,,,63,mg/l,mg/L,,,,,numericitems,33,33,BEP.2 (blood)
9682,BEP.1 (bloed),,,,,BEP.1 (bloed),497,LAB-Divers-bloed,,,,1,,,41,µg/l,ug/L,,,,,numericitems,5,5,BEP.1 (blood)
9692,Alprazolam (bloed),,,,,Alprazolam (bloed),482,LAB-Tox-bloed,,,,1,,,41,µg/l,ug/L,,,,,numericitems,1,1,Alprazolam (blood)
9695,Amikacine (bloed),,,,,Amikacine (bloed),482,LAB-Tox-bloed,,,,1,,,63,mg/l,mg/L,,,,,numericitems,30,30,Amikacin (blood)
9696,Amiodaron (bloed),,,,,Amiodaron (bloed),482,LAB-Tox-bloed,,,,1,,,63,mg/l,mg/L,1,5,,,numericitems,26,26,Amiodarone (blood)
9697,"Amiodaron, desethyl (bloed)",,,,,"Amiodaron, desethyl (bloed)",482,LAB-Tox-bloed,,,,1,,,63,mg/l,mg/L,,,,,numericitems,26,26,"Amiodarone, desethyl (blood)"
9698,AMITRIPTYL (bloed),,,,,AMITRIPTYL (bloed),482,LAB-Tox-bloed,,,,1,,,41,µg/l,ug/L,100,300,,,numericitems,6,6,AMITRIPTYL (blood)
9699,Nortriptyline (bloed),,,,,Nortriptyline (bloed),482,LAB-Tox-bloed,,,,1,,,41,µg/l,ug/L,75,250,,,numericitems,31,31,Nortriptyline (blood)
9702,Carbamazepine (bloed),,,,,Carbamazepine (bloed),482,LAB-Tox-bloed,,,,1,,,63,mg/l,mg/L,4,10,,,numericitems,35,35,Carbamazepine (blood)
9703,"Carbamazepine 10,11 Epox (bloed)",,,,,"Carbamazepine 10,11 Epox (bloed)",482,LAB-Tox-bloed,,,,1,,,63,mg/l,mg/L,,,,,numericitems,14,14,Carbamazepine 10.11 Epox (Blood)
9707,Ciclosporine (bloed),,,,,Ciclosporine (bloed),482,LAB-Tox-bloed,,,,1,,,41,µg/l,ug/L,0,200,,,numericitems,400,400,Cyclosporin (blood)
9708,Clobazam (bloed),,,,,Clobazam (bloed),482,LAB-Tox-bloed,,,,1,,,41,µg/l,ug/L,"0,1","0,4",,,numericitems,5,5,Clobazam (blood)
9709,"Clobazam, desmethyl (bloed)",,,,,"Clobazam, desmethyl (bloed)",482,LAB-Tox-bloed,,,,1,,,41,µg/l,ug/L,2,4,,,numericitems,5,5,"Clobazam, desmethyl (blood)"
9710,Clomipramine (bloed),,,,,Clomipramine (bloed),482,LAB-Tox-bloed,,,,1,,,41,µg/l,ug/L,200,400,,,numericitems,6,6,Clomipramine (blood)
9711,"Clomipramine, desmethyl (bloed)",,,,,"Clomipramine, desmethyl (bloed)",482,LAB-Tox-bloed,,,,1,,,41,µg/l,ug/L,,,,,numericitems,6,6,"Clomipramine, desmethyl (blood)"
9712,Clonazepam (bloed),,,,,Clonazepam (bloed),482,LAB-Tox-bloed,,,,1,,,41,µg/l,ug/L,30,60,,,numericitems,2,2,Clonazepam (blood)
9713,Clozapine (bloed),,,,,Clozapine (bloed),482,LAB-Tox-bloed,,,,1,,,41,µg/l,ug/L,,,,,numericitems,18,18,Clozapine (blood)
9717,Nordiazepam (bloed),,,,,Nordiazepam (bloed),482,LAB-Tox-bloed,,,,1,,,41,µg/l,ug/L,"0,2","0,8",,,numericitems,4,4,Nordiazepam (blood)
9718,Oxazepam (bloed),,,,,Oxazepam (bloed),482,LAB-Tox-bloed,,,,1,,,63,mg/l,mg/L,,,,,numericitems,5,5,Oxazepam (blood)
9720,Temazepam (bloed),,,,,Temazepam (bloed),482,LAB-Tox-bloed,,,,1,,,41,µg/l,ug/L,,,,,numericitems,2,2,Temazepam (blood)
9721,DIGOXINE  (bloed),,,,,DIGOXINE  (bloed),482,LAB-Tox-bloed,,,,1,,,41,µg/l,ug/L,"0,5",2,,,numericitems,165,165,DIGOXIN (blood)
9727,FENOBARBIT (bloed),,,,,FENOBARBIT (bloed),482,LAB-Tox-bloed,,,,1,,,63,mg/l,mg/L,10,40,,,numericitems,1,1,PHENOBARBIT (blood)
9728,Fenytoïne (bloed),,,,,Fenytoïne (bloed),482,LAB-Tox-bloed,,,,1,,,63,mg/l,mg/L,8,20,,,numericitems,310,310,Phenytoin (blood)
9729,FENYTO.vry (bloed),,,,,FENYTO.vry (bloed),482,LAB-Tox-bloed,,,,1,,,63,mg/l,mg/L,,,,,numericitems,44,44,FENYTO.vry (blood)
9732,Flecaïnide (bloed),,,,,Flecaïnide (bloed),482,LAB-Tox-bloed,,,,1,,,63,mg/l,mg/L,,,,,numericitems,2,2,Flecainide (blood)
9733,FLUCYTOdal (bloed),,,,,FLUCYTOdal (bloed),482,LAB-Tox-bloed,,,,1,,,63,mg/l,mg/L,,,,,numericitems,4,4,FLUCYTOdal (blood)
9734,FLUCYTOtop (bloed),,,,,FLUCYTOtop (bloed),482,LAB-Tox-bloed,,,,1,,,63,mg/l,mg/L,,,,,numericitems,5,5,FLUCYTO top (blood)
9735,Flucytocine (bloed),,,,,Flucytocine (bloed),482,LAB-Tox-bloed,,,,1,,,63,mg/l,mg/L,,,,,numericitems,6,6,Flucytocin (blood)
9736,Fluoxetine (bloed),,,,,Fluoxetine (bloed),482,LAB-Tox-bloed,,,,1,,,41,µg/l,ug/L,"0,05",1,,,numericitems,4,4,Fluoxetine (blood)
9737,"Fluoxetine, desmethyl (bloed)",,,,,"Fluoxetine, desmethyl (bloed)",482,LAB-Tox-bloed,,,,1,,,41,µg/l,ug/L,,,,,numericitems,4,4,"Fluoxetine, desmethyl (blood)"
9741,Gentamicine (bloed),,,,,Gentamicine (bloed),482,LAB-Tox-bloed,,,,1,,,63,mg/l,mg/L,,,,,numericitems,361,361,Gentamicin (blood)
9742,GENTAMIdal (bloed),,,,,GENTAMIdal (bloed),482,LAB-Tox-bloed,,,,1,,,63,mg/l,mg/L,0,2,,,numericitems,17,17,GENTAMIdal (blood)
9743,GENTAMItop (bloed),,,,,GENTAMItop (bloed),482,LAB-Tox-bloed,,,,1,,,63,mg/l,mg/L,6,10,,,numericitems,5,5,GENTAMItop (blood)
9744,Haloperidol (bloed),,,,,Haloperidol (bloed),482,LAB-Tox-bloed,,,,1,,,41,µg/l,ug/L,3,12,,,numericitems,4,4,Haloperidol (blood)
9745,Imipramine (bloed),,,,,Imipramine (bloed),482,LAB-Tox-bloed,,,,1,,,41,µg/l,ug/L,150,300,,,numericitems,1,1,Imipramine (blood)
9746,Desipramine (bloed),,,,,Desipramine (bloed),482,LAB-Tox-bloed,,,,1,,,41,µg/l,ug/L,,,,,numericitems,1,1,Desipramine (blood)
9750,Isoniazide (bloed),,,,,Isoniazide (bloed),482,LAB-Tox-bloed,,,,1,,,63,mg/l,mg/L,,,,,numericitems,2,2,Isoniazid (blood)
9753,Lithium (bloed),,,,,Lithium (bloed),482,LAB-Tox-bloed,,,,1,,,97,mmol/l,mmol/L,"0,6","1,2",,,numericitems,110,110,Lithium (blood)
9754,Lorazepam (bloed),,,,,Lorazepam (bloed),482,LAB-Tox-bloed,,,,1,,,41,µg/l,ug/L,20,200,,,numericitems,2,2,Lorazepam (blood)
9761,Methotrexaat (bloed),,,,,Methotrexaat (bloed),482,LAB-Tox-bloed,,,,1,,,99,µmol/l,umol/L,,,,,numericitems,26,26,Methotrexate (blood)
9766,Midazolam (bloed),,,,,Midazolam (bloed),482,LAB-Tox-bloed,,,,1,,,41,µg/l,ug/L,80,250,,,numericitems,8,8,Midazolam (blood)
